marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	13137255	R3G0XG7OCXZ4SG	1586482491	236101738	Masters of Chaos: The Secret History of the Special Forces	Books	5	10	11	N	N	Masters of Chaos	Excellent book!  It was well written and accurate.  I had the opportunity to speak with a friend of mine who is one of the officers featured in the book.  He verified that Linda Robinson did a good job of depicting the events as they actually happened on the ground. <br /> <br />I highly recommend it!	2005-08-02
US	51182172	RGU0VN7CE8E7B	0842378898	544328877	What Wives Wish Their Husbands Knew About Women	Books	3	35	42	N	N	Gold nuggets can be found within	Yes, this book was written in 1977 and it shows.  However, there are a few golden nuggets scattered throughout the book.  The main purpose of the book is to address the sources of depression in women, as identified through questionnaires filled out by over 5,000 women attendees at Family Life Seminars.  According to the survey, the sources of depression in women are (in order of most troublesome to least troublesome): low self-esteem; fatigue and time pressure; loneliness, isolation, and boredom; absence of romantic love in marriage; financial difficulties; sexual problems in marriage; menstrual and physiological problems; problems with the children; aging; and in-law problems.<br /><br />You can see that the sources of depression in women weren't radically different in 1977 as compared to today.  So while the book has some dated attitudes and ideas, it is possible to derive insight from the reading.  Each chapter contains anecdotes and Dobson's observations, and ends with a question and answer section.<br /><br />One of the sections that I found interesting was Dobson's suggestions on how wives can \\"teach\\" their husbands about women's emotional needs.  Instead of nagging, Dobson says to plan the timing, setting, and manner to focus on your needs and desires rather than his inadequacies and shortcomings.  Dobson also has an extended section that examines popular ideas about the meaning of 'love', and another section where he gives tips on how husbands can enhance sensuality in situations where the wife's sex drive is inhibited for whatever reason (and Dobson discusses a short list of reasons).  Finally, there is a fascinating section on the emotional and physical symptoms of estrogen deprivation (I would love for this section to be verified or updated by current medical knowledge).<br /><br />--Lynellen.com	2005-08-02
US	51708323	RHF1YE1Y565AE	0786713305	216709309	When Corruption Was King: How I Helped the Mob Rule Chicago, Then Brought the Outfit Down	Books	5	2	3	N	N	Timely book!	Well, what with all the current hullaballoo in City Hall, I thought I'd check to see how many people had rated this book- <br /> <br />Not enough, they should be covering this in the public schools so that kids will grow up in Chicago not thinking our corrupt system is \\"normal\\". <br /> <br />This book is crazy, if I didn't know several people who have independently verified tales in it, I'd think it must be fiction, but it isn't. <br /> <br />What really kills you is not simply how many people sell out, but how cheaply they do so. <br /> <br />buy this book.	2005-08-02
US	33340868	R3BSIWFWJWVHUQ	0764584472	476838706	Weight Loss Surgery For Dummies	Books	5	38	42	N	N	Comprehensive information, great reference pre & post op	I purchased this book shortly before my surgery. I was impressed with how thorough it was. It re-verified the information that I had received from my surgeon and local support group but also gave ideas for many recipes and discussed the non-physical changes more in depth than even my surgeon's handbook did.	2005-08-02
US	46332975	RSZGKC3GVB84B	0140296271	928300055	Hitler's Pope: The Secret History of Pius XII	Books	1	35	61	N	N	A Tower of Babel of lies and half-truths	This book is but a Tower of Babel of lies, distortions, half-truth, worst-casing and prejudice mascarading as historical analysis, written by someone whose frustrated priestly vocation moved him to lash out against the Church and against a very good man to discredit the Church and thus, get even.    Don't waste your money nor your time on this work.  If you want to read a real history of the life and times of Papa Pacelli, read Rabbi David G. Dalin's [[ASIN:0895260344 The Myth of Hitler's Pope: Pope Pius XII And His Secret War Against Nazi Germany]], written not by a failed Catholic, but by an observant Jew who became indignant at the soiling of Pope Pius XII's name, and who set out to set the record straight.    Consider the following before you dump your money into this travesty:    *A major response to Hitler's Pope came from University of Mississippi law professor Ronald J. Rychlak in his 2000 book on the subject, Hitler, the War, and the Pope. Rychlak was acknowledged by the Vatican to have been given special access to their closed archives for his research.[citation needed]    *Rychlak disagreed with Cornwell's claim of having found a \\"time bomb letter\\", arguing that the letter in question had actually been written not by Pacelli but by his assistant, and moreover had been fully published and discussed in a 1992 book by Emma Fattorini (a highly respected docent at the University of Rome).[18] With respect to Cornwell's allegations of antisemitism, Rychlak stated that \\"When Pius XII died in 1958, there were tributes from virtually every Jewish group around the world\\".    *Rychlak also alleged that Cornwell manipulated the photograph on the front cover of the American edition of the book, and incorrectly dated the photo as having been taken in March 1939, the month that Pacelli was made Pope. Rychlak charged that this had been deliberately in order to give the impression that Pius had just visited Hitler when, in fact, the photo had been taken in 1927 as Pius was leaving a reception held for German President Paul von Hindenburg.[21] Robert Royal has also repeated this allegation.    *In his 2005 book The Myth of Hitler's Pope, the historian and rabbi David G. Dalin countered Cornwell.[23] Dalin suggested that Yad Vashem should honor Pope Pius XII as a \\"Righteous Gentile,\\" concluding that \\"[t]he anti-papal polemics of ex-seminarians like Garry Wills and John Cornwell...of ex-priests like James Carroll, and or other lapsed or angry liberal Catholics exploit the tragedy of the Jewish people during the Holocaust to foster their own political agenda of forcing changes on the Catholic Church today.\\" Dalin called the book's conclusions \\"unverified\\" and \\"strongly anti-religious\\".[25] Eugene Fisher, who has a PhD in Hebrew culture and education, said it was a \\"sad commentary on the secular media that this anti-Catholic screed was ever published\\".    *In the book The New Anti-Catholicism: The Last Acceptable Prejudice, Philip Jenkins said that Hitler's Pope, along with anti-Catholic conspiracy theories and other \\"anti-Church historical polemic\\", belongs to the pseudohistory category of books about anti-Catholic \\"mythic history\\", historical manipulation, and national demonization, such as the Black Legend about Spain, said that publishers publish such books because the sell many copies, not because they mean to \\"destroy or calumniate Catholicism\\".    *Ken Woodward, writing in Newsweek, stated that Hitler's Pope has \\"errors of fact and ignorance of context [that] appear on almost every page.\\"    Source: [...] - Check the footnotes to read the primary sources.	2005-07-31
US	43351627	RLPHQ85T0DBDY	0801483042	482618982	Sex and Society in the World of the Orthodox Slavs 900–1700	Books	3	25	28	N	N	Lots of Good Information; Some Unsubstantiated Speculation	Everything that Eve Levin says in this book may be true. It *may* all be true: but she certainly doesn't establish all of her premises persuasively. Sometimes, she doesn't even try to (I can only assume that she thinks that the evidence speaks for itself). Obviously, if you disagree with someone's premises, you are going to question their conclusions. Thus, while Eve Levin gives mountains of good information in this book, the reader is left having doubts as to whether her conclusions are correct. Three of the premises that particularly bugged me: <br /> <br />1. Levin constantly states that the Slavs considered sex and even sexual thoughts to be evil in and of themselves, and to be due to Satanic (or demonic) influence. As an Orthodox Christian who has read a number of books on the subject from various perspectives (secular, Catholic, Orthodox),  I have never once came upon this type of claim. The Church Fathers normally considered the most strict on sexual matters (Bl. Augustine, St. Gregory the Diagolist, etc.) certainly never went so far as to say that sex was in itself evil. At most, they said that sex was a minor sin.  <br /> <br />Eastern Fathers, for the most part, were not even as strict as this (this can be verified on any number of sexual issues, from priestly celibacy to the importance of condemning contraception in canonical literature). While the west followed, to a large extent, Augustine's views on sexuality, the East followed, to a large extent, the more \\"moderate\\"  St. John Chrysostom, who spoke approvingly of sex being pleasurable, sexual attraction being natural, etc. (David Ford's book on St. John Chrysostom provides  a good examination of these issues).  And, Levin herself says that St. John was the most popular preacher/homilist among the Slavs. So where does the idea that sexuality was inherently evil come from? *Maybe* it's true, but if it is, it would have to have been within the scope of her study (after the year 900, about sexuality, etc.), so why no evidence? <br /> <br />2. The second premise that Levin works from is that all (or most) of the sexual beliefs that the Slavs had were built around protecting the good of society, even if to the detriment of the good of the individual. Again, this may very well be true, but no evidence is given in a systematic fashion to demonstrate this. This is an important point because it could greatly effect how a modern Orthodox reader would view the information found, and also effect how applicable the information is to our own present-day context.  <br /> <br />3. the third premise that bugged me was her statement that \\"modern Western society has accepted as axiomatic the propsition that sexuality is innate. The medieval Orthodox Slavs rejected this view.\\" (p. 13)  Ok, so maybe they did. What evidence is there for this? The only evidence we are given are the canons and literature quoted later on other topics. In other words, no direct attempt is made to demonstrate the premise. But how can we believe that the premise is correct, solely by her reading the premise into various canons and penitential literature and then basing conclusions on that information? How do we know whether it is eisegesis or exegesis? We don't. <br /> <br />Now, with these exceptions, I thought the book was good. I felt like Levin was a bit condescending (or patronizing) at times, though for the most part I found her to be suprisingly willing to look for answers that could explain what she was discussing. It would have been easy to just give a straight exposition of the subject, and leave it at that. But Levin (with the 3 above exceptions) seemed willing to do deeper. Left simply as black and white, many of the Slavic practices (e.g., having a raped girl marry her rapist)  would come off as hideous and profoundly sick to modern ears (though fwiw, the Mosaic law enforced the same practice of a young girl marrying the man who raped her--Deut. 22:28-29). But Levin attempts to give informationthat helps to put the practices into their proper historical context.  <br /> <br />And an extra star can be given here just for the sheer amount of information that Levin gives. I estimated that the book comes in at somewhere over a hundred thousand words, and it's an information-packed hundred thousand at that.  Some more information on certain points would have been nice, but in the end she provides more information than you could possibly handle at one time (or with one read). It was also very interesting to read about how Orthodox Christians of the past treated issues like menstrual periods, nocturnal emissions, abstaining from sex before receiving the eucharist, etc. Obviously this is not information that is easy to find, but it is interesting reading (if you find such historical things interesting). <br /> <br />For anyone who is interested in sexuality from an Orthodox perspective, this book would be a must read. In fact, it is probably an even bigger must-read than the oft-quoted John Noonan book on Contraception (Noonan himself makes some unsubstantiated speculations, like that the early Church's view on contraception was based primarily on stoic philosophy). Interestingly, though, Noonan's newest book, A Church That Can and Cannot Change, is a good one to read in companion with Levin's, because in that book Noonan discusses the possibility of a development of moral doctrine, which is quite relevant when meditating on Levin's information.	2005-07-26
US	50137005	R2JGMPR8Q9KNH1	0865477248	506162225	The Dark Heart of Italy: An Incisive Portrait of Europe's Most Beautiful, Most Disconcerting Country	Books	4	8	13	N	Y	Italy as it really is	Like many I have a fascination for what I imagine is Italian culture - fine clothes , fine food , beautiful women , beautiful football . Tobias Jones would agree with all these assesssments, however he would also point out the incredible corruption , disastrous bureacracy and the general feeling that in Italy everything is permissable because nothing is punishable . This is not going to make him too popular among Italiophiles who want to have their prejudices confirmed not shattered..but the truth is the truth and much of what Jones says has been verified for me by friends who have lived in Italy as well as Italian friends. Jones clearly loves the country ..... but not enough to blind him to its failings	2005-07-25
US	49168185	RY6LE911NJ2JJ	0891418725	258042866	First In: An Insider's Account of How the CIA Spearheaded the War on Terror in Afghanistan	Books	5	4	5	N	N	An Authentic Account That Should be Required Reading in Washington	I could not put the book down after beginning to read it. It is very well written and authentic. Its authenticity is verified by my many Afghan friends here in Saudi Arabia, not that I questioned its authenticity. The descriptions of the many challenges of interpersonal relationships mingled with politics and battle scenes make it a very excitable read. The part dealing with the BLU-82s (not referred by the author, but known in the media as the \\"Daisy Cutter\\") 15,000 lb bomb on pages 335-336 gives the reader the enormous power of the weapon and the many aerial assaults by the U.S. Air Force and Navy that broke the back of the Taliban and won the conflict. Of course the Northern Alliance and other tribal factions were fighting the land battle, but that effort would not have been successful with the air raids. The \\"Daisy Cutter\\", introduced in Vietnam, received publicity during the Afghan conflict, but the author's story is the first that I know of describing its actual use in Afghanistan. I felt it was one of the highlights of the book. <br /> <br />The author complained about diarrhea and his partner suffering from flatulence on pages 108-109, and throughout the book. I am surprised that the government doctors did not give a medication called Lomotil, which is used for this condition. The doctors in the U.S. gave us this medication when I was working in the jungles of Brazil where diarrhea was quite common. The medication worked wonders for everyone. The description of Doc using chlorine for athletes foot cure on page 84 is a new one on me. The toilets the author described are very common throughout the Middle East and Asia. <br /> <br />While the book was entertaining to read, it contains some very serious issues that need to be addressed. The author concludes in the Afterword that the war is not over and that Iraq is a distraction from Afghanistan and Pakistan to finish the job against terrorist groups namely bin Laden and Al-Qa'ida. His warnings need to be heededin Washington and London. The author concludes on page 363 that the Iraq war is a problem for which no clear solution exists. He states that U.S. military Special Forces units were with drawn from Afghanistan and sent to Iraq, resulting in less experienced U.S. forces that concentrate on destructive searches of Afghan homes and frightening women and children. Such actions will alienate the Afghan population in these critical regions. <br /> <br />This book does the CIA justice, an agency battered by many, especially some politicians who led to its demise by lack of funding. In fairness, the CIA was at fault to some extent for its problems. The author indicates a very clear perspective that surprisingly reflects the views of the Arab world. The author refutes the argument that the war in Iraq was to fight terrorism, because of the negative consequences that followed in the war on terror. It is a general consensus in the Middle East, which the war in Iraq was waged largely for gaining assets to Iraqi oil. Iraq is second behind Saudi Arabia in oil reserves.  <br />Of course the author was not in Afghanistan for religious reasons, nor was religion his concern. He makes it clear that it is important to understand a country's culture and history, and religion is an integral part of this mix in the Islamic world. The term \\"Islam Fundamentalism\\", albeit being so popular in the West, is a classic case of a Western term being applied erroneously to an Eastern culture. By definition all Muslims are fundamentalists, because they believe in the Koran to the letter. In the West, dominated by people of Christian belief, there are Christians of liberal interpretation of the Bible and those who interpret the Bible to the letter. The latter we differentiate from the former by the term \\"Christian Fundamentalists.\\" Then we apply this term mistakenly to Islam as \\"Islam Fundamentalism\\", when describing the conservative elements of Islam. We should be saying \\"Islamic extremists\\", or \\"Islamic radicals\\", who are very different in behavior from Christian Fundamentalists (I am not saying either that Christian Fundamentalists are \\"radicals\\" or \\"extremists\\"). I have had this term \\"Islam Fundamentalism\\" verified as incorrect by Muslims all over the Middle East and countless readings about Islam. Many leading politicians, members of the media, and the \\"Middle East experts\\" that appear on TV in the West, use this term in error. Also the author on page 205 refers to the 40th day celebrations that are an important milestone in the mourning cycle in Islam. This is not true in Islam. The practice is that three days are allowed for morning. So this 40th day must have been a local tradition. <br /> <br />What the author brilliantly shows is that Al-Qa'ida knows that it cannot recruit members from the vast majority of Muslims, so it tries to drive a wedge between the Muslims and non Muslims to recruit new members from the Muslim community. This is where knowing what Islam is very important. This is not to say to understand Islam is to believe in it, but to bridge a gap to prevent distrust and misunderstandings. For many that may wonder, no I am not a Muslim, but I have lived and worked with the Arabs for many years in Saudi Arabia and I know Mr. Schroen has some dire warnings that better not be ignored. I highly recommend this book for everyone, including the U.S. President. <br />	2005-07-23
US	33540455	RNQBM90EZ8RTF	1562614894	458644468	San Antonio: City Smart Guidebook	Books	3	0	0	N	N	GOOD RECS; SOME INCORRECT INFO THOUGH	I found this book to have some good recommendations and it definitely offers a good idea of what San Antonio has to offer but there is plenty of incorrect information in the book as well (wrong addresses, wrong hours, wrong info, etc.).  All in all a great place to start but information needs to be verified before acting upon.	2005-07-23
US	49338583	RT5NEAC8AJPU0	1579547303	734462478	The Answer to Cancer	Books	3	1	5	N	N	an ounce of prevention is worth a pound of cure	1. <br />I have zero medical background; am a layman. <br />2. <br />Await the forthcoming trade paper edition (softcover) which is <br />due 2005-10-07. This'll save you money over the trade cloth one. <br />Should your county public library system allow you to RESERVE a <br />copy of either binding (soft/hard), then find out how to do so; <br />ask the professionally-trained Librarian (not the checkout clerk) <br />(print the Amazon page and take it with you to ease the process). <br />3. <br />Having encouraged you to get a copy of this timely book, I hasten <br />to call your attention to what has been said regarding the CAUSE <br />of the various forms of cancer throughout the 'civilized' world, <br />as stated by an avatar in India (1926-20XX), Sathya Sai Baba of <br />Puttaparthi (now at Prasanthi Nilayam, AP 515 134, India). Why a <br />westerner shopping on amazon.com should consider a living avatar <br />vis-a-vis the #1 cause of cancer? Because by having a divine view <br />of mundane matters (debatable premise, admittedly: sathyasai.org) <br />He can point out from His perspective aspects which we would not <br />consider to be important. In this case, it is the BONES that stay <br />within the refined sugar after the process of chemically removing <br />'impurities' from raw cane (or beet?) that are the number 1 cause <br />of cancer. He mentions that tobacco and poluution come a distant <br />second in being causative agents. The bone particles are present <br />even in so-called brown or turbinado sugar, which is white with <br />some molasses added back. He suggests the alternative JAGGERY to <br />sweeten meals without the refined sugars. There's one point which <br />He typically inserts as a test of backbone: one must decide if a <br />sweet tooth is more important than one's long-term health. I add <br />myself that we can exist without factory sugar (uncivilized folks <br />got along fine without it before white sugar became essential), & <br />sugar supposedly FEEDS cancer cells that seemingly exist (double <br />whammy), whereas OXYGEN supposedly kills cancer cells. Forgive me <br />for throwing in those last two unverified tidbits; nevertheless, <br />since they seem to directly affect cancer cells (feed/kill), and <br />since most folks CAN take control over how much sugar and oxygen <br />enters their system, it seems to me to be worthwhile to tell you. <br /> <br />I regret the say that I haven't the citation from Baba; he stated <br />the connection between cancer and (refined) sugar in 1981, and it <br />appeared in a (very difficult to find online!) 'Summer Showers'. <br />What astonishes me is that devotees of Sai Baba commonly KNOW of <br />this cause-and-effect, yet nothing is being done to spread word.	2005-07-23
US	18005995	R1O94P2R3LOW4W	1902593723	832099197	Life in Occupied America	Books	1	9	35	N	N	Self-righteous and racist	Churchill's main thesis is that non-Indian Amerians, excluding \\"some\\" Latinos, namely those of mestizo (mixed European/Indigenous) descent and African-Americans (since they were brought here by force) are colonial settlers on this continent and should be expelled.  Churchill writes in lengthy Chomsky-style paragraphs that fail to actually measure up to Chomsky and come as pointless. <br /> <br />Churchill is an interesting character.  Regardless of whether he is actually Indian or not, he is undeniably majority white, so his rants come as self-hating diatribes being shouted into a mirror.  Some of what he writes can be verified and is useful to know, though that is mainly constricted to life in Indian Reservations in contemporary times or in the 60, 70 or 80's.	2005-07-23
US	24606579	R34NWU5V5IB6IB	1575580934	784668627	End-Times News: EU Final World Empire	Books	5	5	5	N	N	Exposing the European Union	I highly encourage you to purchase this book: EU - Final World Empire by Alan Franklin.<br /><br />As a born again Christian who is interested in Biblical prophecy and Christian doctrine, I found Mr Franklin's information to be extremely accurate in the details offered throughout this book, which concerns the current events unfolding in the European Union. The information proved in this book will stun and shock the reader, as Mr Franklin provides in depth details that only an eyewitness can verify.  The facts presented by Mr Franklin can be verified through many reliable secular sources and in real time. I have yet to date (3 years now) found anyone who has been able to refute anything Mr Franklin has offered and is just one of the many reasons I hold this book as accurate and up-to-date and well worth your time.<br /><br />Mr Franklin has demonstrated a commanding grasp of the Biblical prophetic record by outlining those prophecies clearly and precisely in this book. This makes possible for the reader to have an easy understanding what the Bible declares will come in these last days. Mr Franklin has done an excellent service by writing and publishing this book.<br /><br />Alan Franklin's credentials are indeed impressive and adds to the reliability of the facts he has presented. I have done much research on the subjects mentioned in this book and have found that the evidence offered is accurate and clearly available to easily verify.<br /><br />If you want to know what is happening before your very eyes, it would be well worth your time to read what Mr Franklin has offered, by exposing what is happening in the European Union today. As Mr Franklin is a first hand, up close and personal witness to the rapid changes taking place today, this only validates his creditability, accuracy and his love for truth.<br /><br />This book is worthy to purchase and share with friends, family and loved ones. I highly encourage you to read this book, as it was very helpful in bringing a close friend of mine to salvation in the Lord Jesus Christ. And in my opinion, any book that is capable of such glory should be on your list of \\"must have\\".<br /><br />A work well done, Mr Franklin! A special thank you for being our Watchman on the wall.<br /><br />(...)ng a close friend of mine to salvation in the Lord Jesus Christ. And in my opinion, any book that is capable of such glory should be on your list of \\"must have\\".<br /><br />A work well done, Mr Franklin! A special thank you for being our Watchman on the wall.<br /><br />(...)	2005-07-18
US	18802827	RXLLESNN5GE1A	0439784549	162568542	Harry Potter and the Half-Blood Prince (Book 6)	Books	4	2	4	N	N	Things that make you go hmmm...............	So the 6th installment to the Harry Potter phenomenon is here! I did not go in the pouring rain, admist overeager children and fanatics to get my copy at midnight on 07/16/05.  I strolled into Barnes and Noble and got it on Saturday. Didn't even touch it until Saturday night and finished it within 24 hours. So here is my rendention. <br /> <br />The story takes on a kind of run of the mill junior year actually.  Love, fights, quiddith, all the same. Yes we have a new Defense Against The Dark Arts teacher, as is no suprise. However we also have a new Potions teacher. Aha! The plot thickens (insert theory here). Harry's old enemies are more distinct and verified in this installment, albeit with a sad but determined ephiphany.  <br /> <br />The Half-Blood Prince is not who you think or you would ever guess. This person's trude identity and events are mirrored in the same fashion, it seems, as another crucial characther.  <br /> <br />The 4 stars represent my tedious journey with this book. I hate when she gives us all the action at the end. We have to go through trivial life and hints and conspiracies before anything concrete jumps out. However that is JK and I can't fault her for that, for I do love her work! <br /> <br />Suffice it to say the next book(s?) could possibly be entirely different thant the last 6 years, according to the end and Harry's \\"decision\\". One is never so certain though, so we will see.	2005-07-17
US	35985708	RNVJC77ZPWVB9	0446531510	765311385	Land of the Living (French, Nicci)	Books	3	2	5	N	N	Is Anything Normal?	There was a movie about this premise in the past few months, called 'The Forgotten,' about a woman who remembers having two children but everyone (even her husband) tells her there were no children.  There were, of course, and it was some kind of memory experiment.  Since I saw only the previews, I am not sure how she found the children and how she knew that she was not going crazy. <br /> <br />This story about Abby is quite similar in the fact that nothing is the same after she 'goes home' and everything has been destroyed.  Why, was it a cover up of some kind.  She is a brave woman to go back to the place where she was held in bondage.  I would never dare.  I was held against my wishes six years ago and barely got away alive, but nothing was ever done to the perpetrater even though I gave them his name, the name of his mother, the location of his house where he kept me captive and how I had to run to the neighbors for help.  Any of that could be verified, and yet the local police did nothing. <br /> <br />Another strange happening a few months after that was when a man tried to lure me to his 'apartment' on Magnolia Avenue here in Knox. and I gave the police the code to get in the front door, his phone number, his name and the name of his grandmother where he was when he called me.  A 'friend' had given him my unlisted phone number.  So, I have experienced some of the plot in person and, if the chief of the detectives had not walked me through the whole night (except for a few instances I did not remember), I would have had to go for therapy. <br /> <br />Many novels are based on personal experiences, usually the debut but Ms. French has already written KILLING ME SOFTLY and BENEATH THE SKIN.  This volume is divided into three parts, all interesting and involved.	2005-07-17
US	12915295	R2C70XL4WZOKAL	1893899152	277887375	"Extra" Work for Brain Surgeons	Books	5	3	5	N	N	Career Saving Education	This book is a great source for finding casting agencies in the extra's field and then some.  They give graphs on the type of work each one casts for and information on how to properly contact said agencies.  Their reviews are fair and unbiased.  They share testimonies from individuals who had dealings in each reviewed and offer the reports for your research.  However; their reviews are still close to hand-in-hand with the BBB ratings.  If information on any business is unclear you will find them neutrally listed until verified for the next edition.  It also includes rights applicaple to Non-union, SAG, and AFTRA talent directly drawn from their respective laws.  You can also find Tax saving ideas, wardrobe suggestions, resume examples, and much more.  As a matter of fact they themselves rank well with the BBB.  These ladies and their book wised me up to many a scams.  A must have in this field.	2005-07-17
US	43351627	R3E4NBVSX5P8MC	1559949821	855224920	Standing Firm: A Vice-Presidential Memoir	Books	2	3	4	N	N	Hurt His Case, IMO	Let me preface this review by saying that I am a conservative. I am a Christian (both of which can easily be verified by reading my other reviews). And until I read this book, I wanted to like Dan Quayle. He always seemed like the media's whipping boy, like the guy that couldn't get a fair shake. I remember watching Rush Limbaugh's TV show and seeing Slick Willy laughing at a funeral, and then after spotting a camera instantaneously becoming very sad. I wanted to know why other politicians weren't hounded like Quayle was? <br /> <br />Unfortunately, Dan answered this question in his book: he really is as the media presents him. The media paints Quayle as a guy who's smarter than average, conservative, and something of a mistake-making dufus. I found nothing in the book to refute this portrait. Quayle goes into gaff after goof that he made in a very short time period, and one comes away seeing that, yes, he really does have a problem that would be the death of any politician. Now don't get me wrong, I'm sure Mr. Quayle is much smarter that I will ever be; he's probably also more charismatic, well connected, financially secure, etc.  <br /> <br />But none of these things can save Dan from himself. He's the Yogi Berra of politicians, and you can't blame the media for jumping on the chance to make a few dollars off of his persona. Mr. Quayle's a capitalist and a conservative, surely he understands that? (though, of course, he could point out the hypocrisy in the media's claim to be unbiased, when they have biases just like the rest of us)  <br /> <br />I don't know why, but it seems like conservative politicians--e.g., Quayle, Gingrich, Keyes, etc.--have self-imploded any time they have been given a chance to do well. Meanwhile, conservative pundits--e.g., Limbaugh, Hannity, etc.--have done astronomically well when given the chance. I suppose the Republican party needs another man like Reagan, who can be a bit of everything at the same time, and still come off as seeming like much more than just the sum of his parts. <br /> <br />Whatever the case in real life may be, I do admit that I found this book to be somewhat entertaining (if somewhat self-promoting, as most biographies are). Unfortunately, the let down that came from realising that Quayle had hurt his own case made this book very unlikable in my own eyes. It's never pleasant to see someone shoot themselves in the foot.	2005-07-17
US	44212632	R2KYFSXJGTPBHX	0802841023	961350051	Reaching Out Without Dumbing Down: A Theology of Worship for This Urgent Time	Books	5	8	9	N	Y	Don't Let Worship Be Flushed Down America's Cultural Toilet	This book, along with Thomas Long's \\"Beyond the Worship Wars\\" is a must read for all committed Christians, particularly those who are worried about where both Christ-centered worship and church membership numbers are headed in the current  wasteland of contemporary culture.    Dawn goes into how we got into the current cultural mess in our society, though given the book's age it is a bit dated as it refers primarily to \\"Boomers\\" (from what I've gathered in other research, the situation is similar for GenX, just worse).  She then critiques the well meaning (I hope) attempts to reach America's dumbed down, short attention span, commitment phobic generation with worship styles that would be attractive to them, no matter the cost to the Gospel.    Dawn critiques not only contemporary worship but traditionalISM as well. She sees the function of worship (quite correctly, I might add) not as means of attracting numbers (AKA \\"worship evangelism\\"), but of having a personal experience with part of God, forming the character of the worshiper, and building community. Both extremes are the antithesis of this.    I have two minor criticisms of this book. Dawn, who I guess has no training in science or technology, tends to present as scientific fact the results of single research studies which appear to be unverified by independent work (to be fair, some are unlikely to be reproduced anytime soon) and might not have had significant peer review. Second she, unlike Long, is a little vague when it comes to solutions, though they seem to be there somewhere. In other words, she can ramble a bit.	2005-07-16
US	35906535	R1HJZ4IJR93L8C	0674307607	952912084	The Footnote: A Curious History	Books	4	20	22	N	Y	witty, whimsical  tour of the methodsof historical learning	The history, use and meaning of the footnote is a rather unlikely subject for a book, however, Grafton uses it to focus on the practice of history and the flesh-and-blood jealousies, mistakes and falsehoods which lie behind even the driest of academic pursuits.  One caveat, which struck me at the start, is that surely footnotes would not have evolved solely form historical research, surely they would have surfaced in more useful contemporary documents, perhaps to do with legal or diplomatic professions.    That apart, Grafton takes the evolution of the footnote in historical scholarship as the evolution of `scientific' methodology in historical research.  On the surface Grafton states that the `the text persuades, the notes prove'. Originally history was story telling by people who claimed to be present, and/or participants, in great events.  As scholarship evolved, the fact that participants might have different motivations, points-of-view and/or explicit biases became increasingly apparent.  \\"Ambassadors' reports - a great source of archival works - report on deliberations to which they did not have direct access and the intentions of monarchs who did not speak frankly\\".  Therefore scholars began to quote their sources by use of footnotes to the main text.    Within this context, Grafton illustrates the distance some scholars will go to, in terms of selective quotation of some sources, the suppression of others and it is this which enlivens a topic which otherwise might have been deathly-dull.  He acknowledges, with  admiration, that some historians use footnotes to allow that there exist contrary interpretations of the thesis they are pursuing.  However his work in the field allows him to allow him to add venom e.g. ` but often they (historians) quietly set the subtle, but deadly cf. (compare) in the footnote. This indicates, at least to the expert reader, both that an alternative view appears in the cited work and that it is wrong'.  Grafton has worked in many European languages and this allows him to humorously  include and compare the many differing ways that footnotes can convey bile - \\" The English do so with a characteristically sly adverbial construction `oddly overestimated'.  Germans use the direct `ganz abwegig' (totally off-track); the French, a colder, but less blatant `discutable'\\".      The book traces the evolution of the `scientific' recording and interpretation of texts to convey historical scholarship through the work of historians of  three centuries, and it is though this that Grafton exhibits great learning and humanity. The foibles, ambitions and disputes are clearly acknowledged as is their passion for their work. Grafton has clear sympathy for both.  He is more grudging in acknowledging the contribution of philosophy - specially the work of Descartes and Voltaire - in the development of the uneasy concoction of art and science which is modern history.  This is a magnificent description of an exchange between Liebnitz and Bayle in the 1690's, where the latter's desire to document every mistake in historical writings available at the time, is called into question. Liebnitz instead argued that it would be more accurate and economical to pursue a project which documented the verified truth of historical research.   Each project is, of course, infinite, though Liebnitz's is the more practicable.     While Grafton ranges widely though the historians of the 14th to the 19th Century  I feel that he reserves especially favour for Gibbon and von Ranke, Gibbon for his masterful confidence and literate authority - Grafton goes so far as to suggest that Gibbon reluctantly adopted the footnote, feeling that it broke the narrative flow.  He favours Ranke for his zeal in perfecting the methodology of source quotation and interpretation as well as instituting the seminar for exposition and training of upcoming historians. Grafton points out, tellingly but humanely, that Ranke was not above self-delusion in his judgment of his own methodology, by showing that Ranke's own footnotes were less exact than the historian claimed.      The narrative,which can be quite detailed and wide-ranging, flows along thanks to Grafton;s style.  Complex points are not simplified, but nor are the human details overlooked  e.g. his laconic opinion of the medieval   Letters of Aristeas  is rendered as ` this fascinating book has the defect of being a forgery, but also the compensating virtues of beauty and clarity'.	2005-07-16
